,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,pop2002,pop2010,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,mp2002,mp2010,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,spop2002,spop2010,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,smp2002,smp2010,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
411,889,Kolobovo,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,56.71,41.35,3216.0241,1709.8225,2344.9585,0,0,0,0,0,3176,3013,2451,41192.70018,88184.44982000001,124300.3949,158061.2167,183311.6132,227165.335,223867.3255,205730.6941,0.0,0.0,0.0,0.0,0.0,65.01806191,64.17117894,60.90633966,112.91222320000001,129.66800320000002,137.6036086,143.2985607,146.8687743,152.11357890000002,151.7530517,149.67866619999998,0,0,0,0,0,0,1,0,0
413,892,Mosta,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,56.53,42.17,3195.6409,1778.3089,2383.8701,0,0,0,0,0,969,644,NA,36727.24298,79116.14502000001,114110.0116,145806.7231,169622.303,212484.9819,208841.837,191709.1188,0.0,0.0,0.0,0.0,0.0,47.28301501,41.83112681,NA,110.48688270000001,127.2084475,135.6041217,141.3729848,144.9936161,150.47012790000002,150.04614630000003,147.9564369,0,0,0,0,0,0,1,0,0
414,893,Mugreevskii,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,56.6,42.36,3203.56,1794.3696,2397.576,0,0,0,0,0,5133,949,NA,35501.72213,77122.30112999999,111840.2943,143170.9725,166744.2283,208847.15399999998,205514.5535,188708.298,0.0,0.0,0.0,0.0,0.0,72.99046208,46.996629799999994,NA,109.7745798,126.6333347,135.1366072,140.93951189999999,144.58177880000002,150.04677,149.65294699999998,147.57287639999998,0,0,0,0,0,0,1,0,0
415,894,Kholui,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,56.58,41.88,3201.2964,1753.9344,2369.5704,1366,0,0,0,0,1299,1031,NA,38493.1865,82411.15649,117636.8006,149751.962,173788.5527,216677.1179,213089.0428,195714.7627,52.12323119,0.0,0.0,0.0,0.0,51.39957966,48.13979158,NA,111.47635859999998,128.1305392,136.3139656,142.00858780000002,145.5785737,150.9498157,150.5397812,148.4599344,0,0,0,0,0,0,1,0,0
431,922,Berezaika,Kalininskaia oblast',Tcentralny,0,0,0,43.0,57.98,33.89,3361.6804,1148.5321,1964.9422,1277,0,0,0,0,2793,2512,NA,30309.5101,62495.64772000001,85600.05762,108655.2273,127087.1139,160331.9919,157891.4989,146290.5709,51.15494979,0.0,0.0,0.0,0.0,62.96218677,61.29065006,NA,106.48623549999999,121.94458459999998,128.99147140000002,134.4657108,138.1242665,143.64027040000002,143.272841,141.4517774,0,0,0,0,0,0,1,0,0
432,923,Vypolzovo,Kalininskaia oblast',Tcentralny,0,0,0,43.0,57.87,33.7,3348.9369,1135.69,1950.219,0,0,0,0,0,13473,2047,NA,30083.995280000003,61820.12265,84598.1934,107509.2834,125955.4887,158408.8987,156887.5274,145336.7221,0.0,0.0,0.0,0.0,0.0,90.41048756,58.12736719,NA,106.332159,121.7046754,128.72418670000002,134.21992869999997,137.9141106,143.351171,143.1201746,141.2962175,0,0,0,0,0,0,1,0,0
433,924,Kuzhenkino,Kalininskaia oblast',Tcentralny,0,0,0,43.0,57.72,33.96,3331.5984,1153.2816,1960.1712,0,0,0,0,0,3969,3537,2824,30763.321030000003,63598.7879,87122.10126,110633.6668,129390.7645,162886.8353,161065.0304,149069.4071,0.0,0.0,0.0,0.0,0.0,68.66226144,66.76579972,63.13747935,106.793176,122.33133529999999,129.39212369999998,134.884525,138.5468428,144.0194641,143.7496324,141.89972969999997,0,0,0,0,0,0,1,0,0
438,933,Staraia Toropa,Kalininskaia oblast',Tcentralny,0,0,0,43.0,56.28,31.66,3167.4384,1002.3556,1781.8248,0,0,0,0,0,2802,2306,1995,26412.53974,54080.39524,74385.49202,95402.46872,112271.1434,141586.1654,140865.5149,130412.2798,0.0,0.0,0.0,0.0,0.0,63.01325264,59.95822566,57.73567237,103.6648598,118.77135220000001,125.82145249999999,131.4659395,135.2260159,140.67534469999998,140.5543247,138.732028,0,0,0,0,0,0,1,0,0
440,937,Vasil'evskii Mokh,Kalininskaia oblast',Tcentralny,0,0,0,43.0,57.02,35.89,3251.2804,1288.0921,2046.4478,0,0,0,0,0,3511,2578,2122,41272.39989,87861.5047,120784.8628,154651.3222,181644.6449,223343.6078,223370.5573,207143.05399999997,0.0,0.0,0.0,0.0,0.0,66.64528216,61.69739893,58.67735138,112.9533057,129.5844603,136.9313333,142.7768882,146.64743909999999,151.6953521,151.6983243,149.84611850000002,0,0,0,0,0,0,1,0,0
441,938,Orsha,Kalininskaia oblast',Tcentralny,0,0,0,43.0,56.91,36.22,3238.7481,1311.8884,2061.2802,0,0,0,0,0,2696,2347,2252,43086.89915,92434.06163,127591.1628,163322.9054,191819.2456,235705.2987,236711.7452,219174.4827,0.0,0.0,0.0,0.0,0.0,62.40248688,60.2314632,59.59182258,113.86969180000001,130.7420919,138.21732350000002,144.083641,147.97040810000001,153.0252516,153.1306859,151.23154169999998,0,0,0,0,0,0,1,0,0
442,939,Sukhoverkovo,Kalininskaia oblast',Tcentralny,0,0,0,43.0,56.63,35.56,3206.9569,1264.5136,2013.7628,0,0,0,0,0,973,729,670,39659.64603,84692.76809,117440.5241,150172.6107,176297.8703,217898.1292,220077.7043,203197.8846,0.0,0.0,0.0,0.0,0.0,47.33968512,43.45016259,42.34466323,112.1076388,128.7495411,136.2749753,142.0754493,145.9247158,151.08792769999997,151.3327077,149.3757094,0,0,0,0,0,0,1,0,0
445,946,Belyi Gorodok,Kalininskaia oblast',Tcentralny,0,0,0,43.0,56.96,37.51,3244.4416,1407.0001,2136.5696,0,0,0,0,0,3605,2825,2432,43266.08045,94042.51462999999,132096.785,168112.7748,196654.3795,241711.7572,245038.0841,225587.3648,0.0,0.0,0.0,0.0,0.0,67.07736208,63.14310589,60.78493266,113.9582777,131.13690359999998,139.0345235,144.77841659999999,148.576671,153.64845019999998,153.98747340000003,151.9416849,0,0,0,0,0,0,1,0,0
449,951,Radchenko,Kalininskaia oblast',Tcentralny,0,0,0,43.0,56.68,36.37,3212.6224,1322.7769,2061.4516,0,0,0,0,0,2562,2089,1537,43712.76688,94972.87822,132367.6463,169140.6887,198486.9785,246506.9982,250088.1259,230543.4512,0.0,0.0,0.0,0.0,0.0,61.5996348,58.43747456,53.84019389,114.1776767,131.36246670000003,139.08283369999998,144.9251482,148.8028845,154.1358418,154.49417649999998,152.4779107,0,0,0,0,0,0,1,0,0
453,958,Lesnoe,Kalininskaia oblast',Tcentralny,0,0,1,43.0,58.29,35.53,3397.7241,1262.3809,2071.0437,0,0,0,0,0,1769,1949,NA,29547.52488,62144.80444,86272.07421,109908.1574,129080.21800000001,162349.0408,161502.5573,149569.5352,0.0,0.0,0.0,0.0,0.0,55.92302197,57.38171125,NA,105.9613973,121.8202804,129.1691629,134.73174319999998,138.4902802,143.9400991,143.8146898,141.9795378,0,0,0,0,0,0,1,0,0
457,966,Molokovo,Kalininskaia oblast',Tcentralny,0,0,1,43.0,58.17,36.77,3383.7489,1352.0329,2138.9109,0,0,0,0,0,2804,2572,2331,31074.90805,65707.17418,92043.84988,117441.9223,137815.329,172709.3506,172320.965,159170.8091,0.0,0.0,0.0,0.0,0.0,63.02458114,61.66079959,60.12533233,107.0015625,123.0538369,130.6453657,136.2752533,140.0357426,145.428294,145.37400019999998,143.466092,0,0,0,0,0,0,1,0,0
461,977,Sandovo,Kalininskaia oblast',Tcentralny,0,0,1,43.0,58.46,36.41,3417.5716,1325.6881,2128.5286,0,0,0,0,0,4605,3933,3507,29327.5951,61913.30127,86689.72815,110659.2719,130010.746,163349.1575,162612.9573,150455.3866,0.0,0.0,0.0,0.0,0.0,71.1475034,68.51134079,66.62667153,105.8076419,121.73790859999998,129.2789621,134.8899003,138.6593949,144.0874995,143.97907659999998,142.12029980000003,0,0,0,0,0,0,1,0,0
467,992,Firovo,Kalininskaia oblast',Tcentralny,0,0,1,43.0,57.49,33.71,3305.1001,1136.3641,1937.9879,0,0,0,0,0,3070,2837,2433,30170.010089999996,62512.15626,85559.14753,108925.7419,127745.6561,160922.8306,159801.1996,147929.5565,0.0,0.0,0.0,0.0,0.0,64.47179174,63.21048897,60.79134308,106.3910488,121.950418,128.9806131,134.52338500000002,138.2457786,143.7284533,143.56079509999998,141.71691719999998,0,0,0,0,0,0,1,0,0
468,993,Velikooktiabr'skii,Kalininskaia oblast',Tcentralny,0,0,0,43.0,57.43,33.81,3298.2049,1143.1161,1941.7083,0,0,0,0,0,3019,2659,2272,30454.480460000002,63197.80542999999,86571.73892,110222.5093,129232.826,162621.3077,161676.1605,149631.1746,0.0,0.0,0.0,0.0,0.0,64.20305568,62.18434952,59.72841047,106.58473659999999,122.1914655,129.2479923,134.798054,138.5180916,143.9803089,143.84045869999997,141.989357,0,0,0,0,0,0,1,0,0
474,1008,Bariatino,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.31,34.53,2949.5761,1192.3209,1875.3243,0,0,0,0,0,2926,2675,NA,31420.176139999996,65314.37123,91730.08673,119491.3855,140948.8542,178419.4728,179947.11899999998,165713.9869,0.0,0.0,0.0,0.0,0.0,63.70261158,62.27900243,NA,107.2302813,122.92084550000001,130.5673179,136.6794707,140.568349,146.2138678,146.42012309999998,144.4327713,0,0,0,0,0,0,1,0,0
479,1016,Kurovskoi,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.53,36.04,2973.5209,1298.8816,1965.2612,0,0,0,0,0,4151,3689,3207,40703.55086,84923.31092999999,121404.6612,159125.593,188053.0579,235387.0446,240376.9821,222713.19600000003,0.0,0.0,0.0,0.0,0.0,69.40730299,67.45518733,65.17480152,112.658495,128.8112389,137.0511459,143.4592861,147.4883805,152.99182549999998,153.5112012,151.6257327,0,0,0,0,0,0,1,0,0
481,1018,Piatovskii,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.69,36.08,2990.9961,1301.7664,1973.2152,0,0,0,0,0,2992,3019,2984,41034.04489,86501.82416,123453.8885,160628.5026,189285.5851,238011.6013,243414.1577,224919.6926,0.0,0.0,0.0,0.0,0.0,64.0591711,64.20305568,64.01632042,112.8302271,129.2296229,137.4433361,143.6845619,147.6470971,153.26624950000001,153.82249299999998,151.8686201,0,0,0,0,0,0,1,0,0
486,1031,Iznoski,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.99,35.33,3023.9001,1248.2089,1942.7967,0,0,0,0,0,1131,1926,NA,37087.32584,78216.38382,110542.9521,142725.9725,167991.5735,210030.5238,213997.3113,196975.4793,0.0,0.0,0.0,0.0,0.0,49.43295685,57.2020032,NA,110.6920842,126.95057140000002,134.865472,140.86560749999998,144.76106130000002,150.18522480000001,150.6441715,148.6164465,0,0,0,0,0,0,1,0,0
489,1038,Betlitsa,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.02,33.96,2918.1604,1153.2816,1834.5192,0,0,0,0,0,3911,3868,NA,29469.251539999997,61006.931410000005,85087.17072000001,111364.3619,131568.8695,167868.09699999998,168664.7909,155351.0965,0.0,0.0,0.0,0.0,0.0,68.41851252,68.23574223,NA,105.9067943,121.41269209999999,128.8549982,135.0374762,138.94010459999998,144.7433684,144.85731719999998,142.8847989,0,0,0,0,0,0,1,0,0
494,1050,Peremyshl',Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.27,36.17,2945.2329,1308.2689,1962.9459,1431,0,0,0,0,3168,3235,NA,38112.85981,79299.25248,113563.2291,148139.8585,174742.4338,219836.5757,223030.0035,205663.3905,52.79662744,0.0,0.0,0.0,0.0,64.97739547,65.31523597,NA,111.2667812,127.2605996,135.4922783,141.7507428,145.7106914,151.3057373,151.6607419,149.6706602,0,0,0,0,0,0,1,0,0
497,1056,Seredeiskii,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.05,35.23,2921.4025,1241.1529,1904.1815,0,0,0,0,0,2522,1948,1818,33475.36323,68473.28222000001,97021.55475,126491.1422,149118.2229,188915.826,190507.1083,175425.2353,0.0,0.0,0.0,0.0,0.0,61.35287359,57.37393623,56.33241429,108.5464971,123.97038529999999,131.852134,138.013802,141.90753030000002,147.5995819,147.80346369999998,145.8048575,0,0,0,0,0,0,1,0,0
499,1061,Ul'ianovo,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,53.72,35.54,2885.8384,1263.0916,1909.2088,0,0,0,0,0,3482,3085,NA,32695.556989999997,66684.14033,94452.11135,123535.617,146115.3507,185638.0705,186902.4542,172127.5659,0.0,0.0,0.0,0.0,0.0,66.50993131,64.55008795,NA,108.0559102,123.38149750000001,131.2364586,137.4588538,141.4232712,147.17460730000002,147.3393495,145.3469224,0,0,0,0,0,0,1,0,0
500,1064,Dugna,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.41,36.86,2960.4481,1358.6596,2005.5526,1380,0,0,0,0,946,792,667,41913.37462,89187.65782000001,128452.3663,166716.7971,195668.807,244391.4068,247704.003,227987.8152,52.27056876,0.0,0.0,0.0,0.0,46.95322823,44.54976977,42.28627838,113.2811176,129.9257554,138.37554269999998,144.57782230000004,148.4542118,153.921896,154.256146,152.20274009999997,0,0,0,0,0,0,1,0,0
511,1091,Antropovo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.4,43.01,3410.56,1849.8601,2511.784,0,0,0,0,0,4207,3834,NA,26220.7695,56476.52995,82504.80786,105919.0832,124141.2533,157842.3607,155843.4475,143296.74300000002,0.0,0.0,0.0,0.0,0.0,69.63076509,68.08995751,NA,103.5165251,119.71818229999998,128.1562526,133.8748669,137.5735541,143.2653896,142.96045669999998,140.9603614,0,0,0,0,0,0,1,0,0
513,1097,Kadyi,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.78,43.19,3338.5284,1865.3761,2495.5182,0,0,0,0,0,4147,3882,3595,28325.452419999998,61505.45567,89867.57169,115281.2738,134857.5077,170690.1403,168330.8987,154685.2234,0.0,0.0,0.0,0.0,0.0,69.39124009,68.29544407,67.03186934,105.0935815,121.5921081,130.0989448,135.8420619,139.5227298,145.1447898,144.8096218,142.78212630000002,0,0,0,0,0,0,1,0,0
514,1099,Kologriv,Kostromskaia oblast',Tcentralny,0,1,1,18.0,58.83,44.31,3460.9689,1963.3761,2606.7573,3086,4000,4600,4600,4300,4306,3700,3314,22968.82811,49767.45985,73984.77985,95378.68957999999,112169.8255,144026.8869,142110.2396,130780.16699999999,64.55529584,68.79125943,71.12917781,71.12917781,69.99615202,70.01948571,67.50410364,65.70579635,100.83962059999999,116.9667478,125.70030359999998,131.46022309999998,135.2050189,141.08107040000002,140.7629995,138.7983953,0,0,0,0,0,0,1,0,0
518,1110,Georgievskoe,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.07,43.07,3372.1249,1855.0249,2501.0749,0,0,0,0,0,2948,2816,NA,27354.83399,59178.37319,86406.21483,110872.2955,129809.2593,164725.4013,162566.0635,149445.6051,0.0,0.0,0.0,0.0,0.0,63.82223966,63.09240419,NA,104.3799073,120.7429882,129.20448059999998,134.9345767,138.6228707,144.288988,143.9721552,141.95978440000002,0,0,0,0,0,0,1,0,0
519,1114,Kosmynino,Kostromskaia oblast',Tcentralny,0,0,0,18.0,57.58,40.76,3315.4564,1661.3776,2346.9608,0,0,0,0,0,2237,1714,NA,38585.77568,82338.26964,115979.3368,147646.6761,171576.889,212760.0322,210407.6649,193422.78,0.0,0.0,0.0,0.0,0.0,59.48868698,55.45162964,NA,111.52709569999999,128.1105086,135.9828233,141.67134819999998,145.2696691,150.50186599999998,150.2291999,148.17300980000002,0,0,0,0,0,0,1,0,0
520,1116,Bogovarovo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.98,47.03,3478.6404,2211.8209,2773.8294,0,0,0,0,0,2640,2388,NA,20477.32362,44552.7482,68222.03331,88327.66823,104336.9833,136189.8266,134199.0567,123474.2829,0.0,0.0,0.0,0.0,0.0,62.07130108,60.50057374,NA,98.54678605,114.58480279999999,123.8885392,129.7049632,133.5268338,139.75507290000002,139.4071257,137.4472092,0,0,0,0,0,0,1,0,0
522,1121,Pavino,Kostromskaia oblast',Tcentralny,0,0,1,18.0,59.11,46.15,3493.9921,2129.8225,2727.9265,0,0,0,0,0,3405,3024,NA,20808.64162,45171.26234,68453.55529,88513.20765,104418.2234,135584.3731,133643.3284,122994.6608,0.0,0.0,0.0,0.0,0.0,66.14569256,64.22957731,NA,98.86570775,114.8801623,123.96396899999999,129.75276359999998,133.5448222,139.649747,139.30915190000002,137.3559675,0,0,0,0,0,0,1,0,0
523,1124,Parfen'evo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.48,43.41,3419.9104,1884.4281,2538.6168,1301,0,0,0,0,3032,2936,NA,25203.6203,54551.3576,80151.61697999999,103013.3868,120815.5954,154059.1011,152059.7632,139819.5673,51.42164157,0.0,0.0,0.0,0.0,64.27193219,63.75708517,NA,102.7130142,118.9604213,127.5019318,133.2319432,136.9372875,142.68521289999998,142.37331369999998,140.3776647,0,0,0,0,0,0,1,0,0
525,1131,Pyshchug,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.88,45.71,3466.8544,2089.4041,2691.4048,0,0,0,0,0,3242,3311,NA,21614.47484,46910.69126,70796.48173,91498.3192,107838.7389,139643.9207,137675.3186,126761.3348,0.0,0.0,0.0,0.0,0.0,65.35017812,65.69111476,NA,99.62272652,115.6915551,124.71449879999999,130.5095098,134.2908345,140.3478795,140.0116872,138.0639416,0,0,0,0,0,0,1,0,0
556,1249,Privokzal'nyi,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.99,35.92,3134.8801,1290.2464,2011.1608,0,0,0,0,0,5801,3647,NA,45186.41285,97659.14407000001,137327.9221,175802.8194,206338.87300000002,253595.5658,260714.3608,240393.4823,0.0,0.0,0.0,0.0,0.0,75.09583999,67.26722989,NA,114.887351,132.002603,139.9519033,145.8567865,149.7509021,154.84059309999998,155.5303476,153.5129021,0,0,0,0,0,0,1,0,0
557,1250,Sychevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.06,38.72,3031.6036,1499.2384,2131.9232,0,0,0,0,0,3007,3195,NA,55737.63658,125409.8732,178683.3702,226235.6722,262725.8561,319241.0172,323840.2259,298937.767,0.0,0.0,0.0,0.0,0.0,64.13924659,65.11428623,NA,119.4301648,137.8121656,146.24961340000002,152.01244069999998,155.7221065,160.6227132,160.98548469999997,158.96142930000002,0,0,0,0,0,0,1,0,0
561,1255,Khorlovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.33,38.82,3061.4089,1506.9924,2147.9106,0,0,0,0,0,4468,3884,7869,56553.2371,126273.3171,179230.8529,228433.4431,266511.9378,326499.8748,334459.5334,306388.6632,0.0,0.0,0.0,0.0,0.0,70.63891755,68.30395745,80.47321213,119.74788600000001,137.9733089,146.32361719999997,152.25092519999998,156.07940449999998,161.19310959999999,161.8052988,159.5828282,0,0,0,0,0,0,1,0,0
562,1256,rp im. Tsiurupy,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.49,38.64,3079.1401,1493.0496,2144.1336,0,0,0,0,0,4644,3959,4349,62430.92966,139391.1221,197540.8873,250158.8497,292081.947,354683.4988,367002.347,336318.4343,0.0,0.0,0.0,0.0,0.0,71.28984416,68.62046017,70.18587761,121.92170279999999,140.304951,148.6863408,154.50120569999999,158.3769313,163.3023584,164.1761344,161.9463346,0,0,0,0,0,0,1,0,0
568,1274,Mukhanovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.51,38.32,3193.3801,1468.4224,2165.4632,0,0,0,0,0,837,657,NA,51856.716089999994,115183.6055,163261.6302,206829.7872,241499.15,294142.5054,300191.2539,274963.8845,0.0,0.0,0.0,0.0,0.0,45.29053202,42.09004392,NA,117.8579412,135.8223053,144.0746325,149.8090676,153.6266355,158.5539219,159.06695980000003,156.86047109999998,0,0,0,0,0,0,1,0,0
572,1286,Reshetnikovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.45,36.57,3186.6025,1337.3649,2064.3765,0,0,0,0,0,4151,3219,3119,47657.85204,104531.4974,146382.519,186330.2491,218402.7366,268030.7823,275328.9364,252826.53100000002,0.0,0.0,0.0,0.0,0.0,69.40730299,65.23511874,64.72633263,116.031733,133.5698823,141.4667238,147.26492140000002,151.14479780000002,156.2214291,156.8937065,154.7650173,0,0,0,0,0,0,1,0,0
573,1288,Peski,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.62,38.8,2983.3444,1505.44,2119.256,0,0,0,0,0,4074,3736,3845,43816.548989999996,93609.41503999999,135517.9913,175081.055,205369.5672,254814.7487,257840.7541,237459.4772,0.0,0.0,0.0,0.0,0.0,69.09567119,67.66330524,68.13724706,114.2283604,131.0312047,139.6381729,145.75743319999998,149.63568080000002,154.95997580000002,155.2540282,153.2087511,0,0,0,0,0,0,1,0,0
578,1309,Uvarovka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.53,35.6,3083.5809,1267.36,1976.868,0,0,0,0,0,3675,3162,3353,41280.0647,88486.58664,124835.405,160109.7633,188213.8804,233246.9858,239246.5489,219911.0648,0.0,0.0,0.0,0.0,0.0,67.3927446,64.94683657,65.89560423,112.95725290000001,129.7459109,137.70439019999998,143.60702560000001,147.50914419999998,152.765971,153.3944147,151.31407190000002,0,0,0,0,0,0,1,0,0
591,1337,Vereia,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.77,39.1,3110.2929,1528.81,2180.607,0,0,0,0,0,4582,1989,5368,61614.07034,131497.6886,183382.3144,230457.2452,268341.5125,325126.4258,330715.6425,304749.4642,0.0,0.0,0.0,0.0,0.0,71.06305996,57.68990792,73.75736266,121.63102240000002,138.92734719999999,146.8781209,152.46867450000002,156.2503937,161.0860869,161.5190419,159.4473236,0,0,0,0,0,0,1,0,0
598,1365,Koliubakino,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.67,36.54,3099.1489,1335.1716,2034.1818,0,0,0,0,0,3141,2747,NA,58050.37294,129204.6645,182839.1494,232954.2937,272916.653,333178.6493,348572.45399999997,318922.5949,0.0,0.0,0.0,0.0,0.0,64.83947892,62.69891564,NA,120.3204179,138.51296169999998,146.8062301,152.73493340000002,156.6733295,161.7076965,162.85846999999998,160.5974191,0,0,0,0,0,0,1,0,0
603,1377,Zhilevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.98,38.02,3022.8004,1445.5204,2090.3396,0,0,0,0,0,2733,2468,NA,53501.94043,118868.5571,170503.6088,219073.6589,256523.5766,312984.5547,321289.9326,295572.5287,0.0,0.0,0.0,0.0,0.0,62.618025,61.01427343,NA,118.5370727,136.55730459999998,145.1184451,151.2202251,155.1264236,160.12141609999998,160.78491599999998,158.6760832,0,0,0,0,0,0,1,0,0
609,1384,Severnyi,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.73,37.62,3218.2929,1415.2644,2134.1826,0,0,0,0,0,4074,3828,4081,48084.17978,105173.2734,147656.9099,187369.8584,219134.0062,268413.141,273889.3197,251966.9027,0.0,0.0,0.0,0.0,0.0,69.09567119,68.06411293,69.12421450000001,116.2236757,133.7113984,141.6729981,147.3999909,151.2269991,156.25706619999997,156.7624034,154.6802878,0,0,0,0,0,0,1,0,0
610,1385,Tempy,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.64,37.29,3208.0896,1390.5441,2112.1056,0,0,0,0,0,673,462,NA,48448.70039,107140.5954,151215.8892,192248.0884,225238.4274,276350.0408,282957.3501,260469.0505,0.0,0.0,0.0,0.0,0.0,42.40282724,37.64515653,NA,116.38657090000001,134.1403434,142.24053940000002,148.0247429,151.9035248,156.9864559,157.57910090000001,155.5068688,0,0,0,0,0,0,1,0,0
612,1395,Baksheevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.72,39.87,3104.7184,1589.6169,2221.5564,0,0,0,0,0,3034,2315,NA,45904.96367,100160.7116,143148.7542,182638.2501,213092.6372,263210.7544,265074.1875,243337.6948,0.0,0.0,0.0,0.0,0.0,64.28250563,60.01856502,NA,115.22580900000001,132.5844309,140.935827,146.77959030000002,150.54019509999998,155.76813049999998,155.9442752,153.8147,0,0,0,0,0,0,1,0,0
613,1396,Kerva,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.61,39.58,3092.4721,1566.5764,2201.0438,0,0,0,0,0,3318,2807,NA,48149.10969,106271.3995,151455.0395,192982.6998,225737.1567,277731.8709,281088.6498,258905.2704,0.0,0.0,0.0,0.0,0.0,65.72535368,63.04156065,NA,116.25277309999998,133.9517232,142.2782358,148.11756090000003,151.9580497,157.11147,157.4127898,155.3567184,0,0,0,0,0,0,1,0,0
614,1397,Misheronskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.72,39.74,3104.7184,1579.2676,2214.3128,0,0,0,0,0,4249,3821,3855,46703.23537,101739.9994,145504.5278,185544.3393,216753.7214,267493.5797,269999.4172,247615.3857,0.0,0.0,0.0,0.0,0.0,69.79665,68.03391588,68.1801345,115.59623,132.9449543,141.323652,147.16235369999998,150.95850149999998,156.171281,156.4044151,154.24725800000002,0,0,0,0,0,0,1,0,0
615,1398,Radovitskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.13,39.8,3039.3169,1584.04,2194.174,0,0,0,0,0,2354,1903,NA,42411.012,90844.99298,131616.755,169719.7533,199261.6796,247628.27800000002,250199.677,230239.6798,0.0,0.0,0.0,0.0,0.0,60.27769737,57.0204231,NA,113.5325055,130.345833,138.9486833,145.00744819999997,148.8979364,154.24855119999998,154.50526259999998,152.44535019999998,0,0,0,0,0,0,1,0,0
616,1400,Tugolesskii Bor,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.56,39.79,3086.9136,1583.2441,2210.7324,0,0,0,0,0,2705,2235,NA,45419.01655,98789.44736,141471.1061,180804.9537,211450.0157,261723.6687,264280.3237,242735.9301,0.0,0.0,0.0,0.0,0.0,62.45515179,59.47489012,NA,114.9974449,132.2671602,140.6560605,146.5352406,150.3503639,155.62673590000003,155.86937340000003,153.7532898,0,0,0,0,0,0,1,0,0
617,1401,Cherusti,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.54,40.01,3084.6916,1600.8001,2222.1554,0,0,0,0,0,3779,2891,2862,43409.61562,93586.41287,134583.0526,172438.1758,201817.0567,250815.9374,252623.6459,231669.7242,0.0,0.0,0.0,0.0,0.0,67.85170607,63.51066282,63.35007381,114.02900079999999,131.0255785,139.47460669999998,145.39039730000002,149.209081,154.56642549999998,154.74504380000002,152.5982898,0,0,0,0,0,0,1,0,0
618,1402,Shaturtorf,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.57,39.42,3088.0249,1553.9364,2190.5694,0,0,0,0,0,3908,3340,NA,49805.63136,109201.98599999999,155398.1738,197762.3959,231214.4602,283898.8832,288282.4699,265347.43100000004,0.0,0.0,0.0,0.0,0.0,68.40581857,65.832551,NA,116.98333229999999,134.582146,142.8920426,148.7136731,152.5496949,157.6625132,158.04754219999998,155.9700082,0,0,0,0,0,0,1,0,0
